StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Last Seen Flow Element ID,Last Seen Question IDs,Consent Form,S1,S2,S3,S4,HH,HL,LH,LL,CT1,CT2,CT3,CT4,PT1,PT2,PT3,PT4,PKA1,PKA2,PKA3,PKA4,Attention Check,MC_CV1,MC_CV2,MC_ID1,MC_ID2,MC_ID3,AgeGroup,Gender,PriorPurchase,Familiarity,Condition,CV_num,ID_num,CV,ID,CT,PT,PKA,CV_check,ID_check,PKA_c
09/09/2026 04:11,09/09/2026 04:13,IP Address,100,112,TRUE,09/09/2026 04:13,R_5iP708no2GSKGR2,NA,NA,NA,NA,anonymous,ZH-S,FL_EOS_ID,NA,I agree,Yes,Yes,Daily,Yes,Please confirm you have read the post before continuing.,NA,NA,NA,6,6,6,6,6,6,6,6,7,7,7,7,Strongly agree,7,7,7,7,7,45 or above,Woman,Yes,5,HH,1,1,High,High,6,6,7,7,7,0.8180894308943092
09/09/2026 04:12,09/09/2026 04:13,IP Address,100,95,TRUE,09/09/2026 04:13,R_8ZF2DVB1zg34oZH,NA,NA,NA,NA,anonymous,ZH-S,FL_EOS_ID,NA,I agree,Yes,Yes,Daily,Yes,NA,Please confirm you have read the post before continuing.,NA,NA,4,3,5,4,3,3,4,3,6,6,6,6,Strongly agree,6,6,3,3,3,18-24,Woman,Yes,4,HL,1,0,High,Low,4,3.25,6,6,3,-0.1819105691056908
09/09/2026 04:02,09/09/2026 04:13,IP Address,100,655,TRUE,09/09/2026 04:13,R_9YmYaQwTqeFO6pX,NA,NA,NA,NA,anonymous,ZH-S,FL_EOS_ID,NA,I agree,Yes,Yes,Daily,Yes,Please confirm you have read the post before continuing.,NA,NA,NA,4,4,4,4,4,4,4,4,6,6,6,6,Strongly agree,4,4,4,4,4,25-34,Man,Not sure / Cannot remember,2,HH,1,1,High,High,4,4,6,4,4,-0.1819105691056908
09/09/2026 04:11,09/09/2026 04:15,IP Address,100,227,TRUE,09/09/2026 04:15,R_4Eg3AT5tYn64V4S,NA,NA,NA,NA,anonymous,ZH-S,FL_EOS_ID,NA,I agree,Yes,Yes,Daily,Yes,NA,Please confirm you have read the post before continuing.,NA,NA,3,3,5,4,2,2,2,2,6,6,5,6,Strongly agree,6,5,5,5,5,25-34,Woman,Not sure / Cannot remember,3,HL,1,0,High,Low,3.75,2,5.75,5.5,5,-0.4319105691056908
09/09/2026 04:13,09/09/2026 04:18,IP Address,100,290,TRUE,09/09/2026 04:18,R_7S0S2zTTRmey0rb,NA,NA,NA,NA,anonymous,ZH-S,FL_EOS_ID,NA,I agree,Yes,Yes,Daily,Yes,Please confirm you have read the post before continuing.,NA,NA,NA,7,7,7,7,7,7,7,7,7,7,7,7,Strongly agree,7,7,7,7,7,45 or above,Man,Yes,5,HH,1,1,High,High,7,7,7,7,7,0.8180894308943092
09/09/2026 04:19,09/09/2026 04:21,IP Address,100,81,TRUE,09/09/2026 04:21,R_4dzHvQxMOzaJYIa,NA,NA,NA,NA,anonymous,ZH-S,FL_EOS_ID,NA,I agree,Yes,Yes,Daily,Yes,NA,NA,NA,Please confirm you have read the post before continuing.,2,2,4,2,4,2,4,3,7,5,4,6,Strongly agree,5,2,4,4,4,25-34,Man,Yes,6,LL,0,0,Low,Low,2.5,3.25,5.5,3.5,4,-0.6819105691056908
09/09/2026 04:09,09/09/2026 04:22,IP Address,100,823,TRUE,09/09/2026 04:22,R_9LhVqG7FayFV6El,NA,NA,NA,NA,anonymous,ZH-S,FL_EOS_ID,NA,I agree,Yes,Yes,Daily,Yes,NA,NA,Please confirm you have read the post before continuing.,NA,4,4,4,4,4,4,4,4,5,6,5,6,Strongly agree,5,5,5,5,5,18-24,Woman,No,4,LH,0,1,Low,High,4,4,5.5,5,5,-0.6819105691056908
09/09/2026 04:27,09/09/2026 04:30,IP Address,100,197,TRUE,09/09/2026 04:30,R_428NxZlJ43rk8XK,NA,NA,NA,NA,anonymous,ZH-S,FL_EOS_ID,NA,I agree,Yes,Yes,Daily,Yes,NA,NA,Please confirm you have read the post before continuing.,NA,5,5,5,4,3,3,3,2,6,6,6,6,Strongly agree,3,3,6,5,5,25-34,Woman,Yes,7,LH,0,1,Low,High,4.75,2.75,6,3,5.333333333333333,-0.1819105691056908
09/09/2026 04:29,09/09/2026 04:30,IP Address,100,117,TRUE,09/09/2026 04:30,R_5PTRAypHQsfkY0l,NA,NA,NA,NA,anonymous,ZH-S,FL_EOS_ID,NA,I agree,Yes,Yes,Daily,Yes,Please confirm you have read the post before continuing.,NA,NA,NA,7,7,7,7,7,7,7,7,7,7,7,7,Strongly agree,7,7,7,7,7,45 or above,Woman,Yes,6,HH,1,1,High,High,7,7,7,7,7,0.8180894308943092
09/09/2026 04:31,09/09/2026 04:32,IP Address,100,87,TRUE,09/09/2026 04:32,R_3PSMQ1NFZK5PK06,NA,NA,NA,NA,anonymous,ZH-S,FL_EOS_ID,NA,I agree,Yes,Yes,Daily,Yes,NA,Please confirm you have read the post before continuing.,NA,NA,7,7,7,7,7,7,7,7,7,7,7,7,Strongly agree,7,7,7,7,7,45 or above,Woman,Yes,7,HL,1,0,High,Low,7,7,7,7,7,0.8180894308943092
09/09/2026 04:40,09/09/2026 04:41,IP Address,100,65,TRUE,09/09/2026 04:41,R_434yqiZvI6Ww4Jn,NA,NA,NA,NA,anonymous,EN,FL_EOS_ID,NA,I agree,Yes,Yes,Daily,Yes,Please confirm you have read the post before continuing.,NA,NA,NA,7,6,5,5,4,4,4,4,7,7,7,7,Strongly agree,7,7,6,5,7,18-24,Woman,Yes,6,HH,1,1,High,High,5.75,4,7,7,6,0.8180894308943092
09/09/2026 04:38,09/09/2026 04:41,IP Address,100,176,TRUE,09/09/2026 04:41,R_7k5S2kQp9yb1ZHW,NA,NA,NA,NA,anonymous,ZH-S,FL_EOS_ID,NA,I agree,Yes,Yes,Daily,Yes,NA,NA,NA,Please confirm you have read the post before continuing.,7,7,7,7,7,7,7,7,6,6,6,6,Strongly agree,6,7,7,7,7,35-44,Woman,Yes,5,LL,0,0,Low,Low,7,7,6,6.5,7,-0.1819105691056908
09/09/2026 04:39,09/09/2026 04:41,IP Address,100,134,TRUE,09/09/2026 04:41,R_73HlpEpv7ksZt6x,NA,NA,NA,NA,anonymous,ZH-S,FL_EOS_ID,NA,I agree,Yes,Yes,Daily,Yes,NA,NA,Please confirm you have read the post before continuing.,NA,7,7,7,7,7,7,7,7,7,7,7,7,Strongly agree,7,7,7,7,7,45 or above,Man,Yes,5,LH,0,1,Low,High,7,7,7,7,7,0.8180894308943092
09/09/2026 04:39,09/09/2026 04:41,IP Address,100,141,TRUE,09/09/2026 04:41,R_27W0HpdeQSC6HhH,NA,NA,NA,NA,anonymous,ZH-S,FL_EOS_ID,NA,I agree,Yes,Yes,Daily,Yes,NA,NA,Please confirm you have read the post before continuing.,NA,3,5,5,5,3,3,3,2,7,7,7,7,Strongly agree,5,6,5,5,5,25-34,Woman,No,1,LH,0,1,Low,High,4.5,2.75,7,5.5,5,0.8180894308943092
09/09/2026 04:47,09/09/2026 04:48,IP Address,100,65,TRUE,09/09/2026 04:48,R_9iEJ8LK8DEeX0KT,NA,NA,NA,NA,qr,ZH-S,FL_EOS_ID,NA,I agree,Yes,Yes,Daily,Yes,NA,Please confirm you have read the post before continuing.,NA,NA,3,2,3,4,5,4,2,3,7,7,7,7,Strongly agree,7,7,3,2,2,25-34,Woman,Yes,4,HL,1,0,High,Low,3,3.5,7,7,2.3333333333333335,0.8180894308943092
09/09/2026 04:57,09/09/2026 04:58,IP Address,100,67,TRUE,09/09/2026 04:58,R_4q2ZOKBuW853maQ,NA,NA,NA,NA,qr,ZH-S,FL_EOS_ID,NA,I agree,Yes,Yes,Daily,Yes,NA,NA,NA,Please confirm you have read the post before continuing.,2,1,3,3,3,2,3,2,2,1,2,2,Strongly agree,1,1,2,2,1,25-34,Woman,Yes,2,LL,0,0,Low,Low,2.25,2.5,1.75,1,1.6666666666666667,-4.431910569105691
09/09/2026 04:55,09/09/2026 04:59,IP Address,100,236,TRUE,09/09/2026 04:59,R_3m7IZCjVHvbD4rL,NA,NA,NA,NA,anonymous,ZH-S,FL_EOS_ID,NA,I agree,Yes,Yes,Daily,Yes,NA,NA,NA,Please confirm you have read the post before continuing.,7,6,7,6,6,6,6,6,6,6,7,6,Strongly agree,6,6,6,6,6,25-34,Woman,Not sure / Cannot remember,4,LL,0,0,Low,Low,6.5,6,6.25,6,6,0.06808943089430919
09/09/2026 05:01,09/09/2026 05:04,IP Address,100,200,TRUE,09/09/2026 05:04,R_9qDbkEv488XSiDn,NA,NA,NA,NA,anonymous,ZH-S,FL_EOS_ID,NA,I agree,Yes,Yes,Daily,Yes,NA,Please confirm you have read the post before continuing.,NA,NA,6,6,6,7,6,5,5,5,7,7,7,6,Strongly agree,5,7,7,6,7,25-34,Woman,Not sure / Cannot remember,4,HL,1,0,High,Low,6.25,5.25,6.75,6,6.666666666666667,0.5680894308943092
09/09/2026 05:00,09/09/2026 05:07,IP Address,100,428,TRUE,09/09/2026 05:07,R_3enuo5vwPYa7Qhb,NA,NA,NA,NA,anonymous,ZH-S,FL_EOS_ID,NA,I agree,Yes,Yes,Several times a week,Yes,NA,NA,Please confirm you have read the post before continuing.,NA,5,4,6,6,5,7,6,6,5,5,6,6,Strongly agree,6,7,7,7,7,25-34,Woman,Not sure / Cannot remember,4,LH,0,1,Low,High,5.25,6,5.5,6.5,7,-0.6819105691056908
09/09/2026 05:08,09/09/2026 05:11,IP Address,100,159,TRUE,09/09/2026 05:11,R_71aNBIiirJduuFw,NA,NA,NA,NA,anonymous,ZH-S,FL_EOS_ID,NA,I agree,Yes,Yes,Daily,Yes,NA,NA,Please confirm you have read the post before continuing.,NA,6,7,6,7,7,7,5,5,6,6,6,7,Strongly agree,5,5,6,7,7,25-34,Prefer not to say,Yes,5,LH,0,1,Low,High,6.5,6,6.25,5,6.666666666666667,0.06808943089430919
09/09/2026 05:15,09/09/2026 05:16,IP Address,100,85,TRUE,09/09/2026 05:16,R_9VyOUhqUC9xhsu5,NA,NA,NA,NA,anonymous,ZH-S,FL_EOS_ID,NA,I agree,Yes,Yes,Daily,Yes,NA,Please confirm you have read the post before continuing.,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,Strongly agree,4,4,4,4,4,25-34,Man,No,4,HL,1,0,High,Low,4,4,4,4,4,-2.181910569105691
09/09/2026 05:14,09/09/2026 05:18,IP Address,100,192,TRUE,09/09/2026 05:18,R_3rAg7TBHCkoTsSd,NA,NA,NA,NA,anonymous,ZH-S,FL_EOS_ID,NA,I agree,Yes,Yes,Daily,Yes,NA,Please confirm you have read the post before continuing.,NA,NA,6,6,6,6,6,7,6,6,6,6,6,6,Strongly agree,6,6,6,6,6,35-44,Woman,Yes,4,HL,1,0,High,Low,6,6.25,6,6,6,-0.1819105691056908
09/09/2026 05:15,09/09/2026 05:18,IP Address,100,174,TRUE,09/09/2026 05:18,R_4N4HVlks1CwKnPr,NA,NA,NA,NA,anonymous,ZH-S,FL_EOS_ID,NA,I agree,Yes,Yes,Daily,Yes,NA,NA,Please confirm you have read the post before continuing.,NA,3,5,5,5,3,3,4,4,7,7,7,7,Strongly agree,6,6,6,3,5,18-24,Woman,No,3,LH,0,1,Low,High,4.5,3.5,7,6,4.666666666666667,0.8180894308943092
09/09/2026 05:15,09/09/2026 05:19,IP Address,100,245,TRUE,09/09/2026 05:19,R_9U33guvxtVPlgiB,NA,NA,NA,NA,qr,ZH-S,FL_EOS_ID,NA,I agree,Yes,Yes,Daily,Yes,NA,NA,NA,Please confirm you have read the post before continuing.,7,7,7,7,6,7,6,7,6,6,7,7,Strongly agree,6,7,7,7,7,35-44,Woman,Yes,7,LL,0,0,Low,Low,7,6.5,6.5,6.5,7,0.3180894308943092
09/09/2026 05:17,09/09/2026 05:19,IP Address,100,141,TRUE,09/09/2026 05:19,R_6GxY0pt5zWlIdXg,NA,NA,NA,NA,anonymous,ZH-S,FL_EOS_ID,NA,I agree,Yes,Yes,Daily,Yes,Please confirm you have read the post before continuing.,NA,NA,NA,6,6,5,5,7,7,7,7,6,6,7,7,Strongly agree,6,7,7,7,7,25-34,Man,Yes,5,HH,1,1,High,High,5.5,7,6.5,6.5,7,0.3180894308943092
09/09/2026 05:00,09/09/2026 05:20,IP Address,100,1233,TRUE,09/09/2026 05:20,R_9I05qUm4KwpQtWq,NA,NA,NA,NA,anonymous,ZH-S,FL_EOS_ID,NA,I agree,Yes,Yes,Daily,Yes,Please confirm you have read the post before continuing.,NA,NA,NA,4,5,5,3,2,2,3,2,7,7,6,6,Strongly agree,7,7,4,4,5,25-34,Woman,Yes,4,HH,1,1,High,High,4.25,2.25,6.5,7,4.333333333333333,0.3180894308943092
09/09/2026 05:22,09/09/2026 05:23,IP Address,100,116,TRUE,09/09/2026 05:23,R_82EtbVZsq3itzKj,NA,NA,NA,NA,anonymous,ZH-S,FL_EOS_ID,NA,I agree,Yes,Yes,Daily,Yes,NA,NA,NA,Please confirm you have read the post before continuing.,3,3,4,3,2,2,3,4,6,7,7,7,Strongly agree,6,6,4,3,5,25-34,Man,Yes,4,LL,0,0,Low,Low,3.25,2.75,6.75,6,4,0.5680894308943092
09/09/2026 05:25,09/09/2026 05:27,IP Address,100,142,TRUE,09/09/2026 05:27,R_8OJPR4JMJjs4Rrk,NA,NA,NA,NA,anonymous,ZH-S,FL_EOS_ID,NA,I agree,Yes,Yes,Daily,Yes,NA,NA,Please confirm you have read the post before continuing.,NA,3,4,4,4,3,3,3,3,7,7,7,7,Strongly agree,7,7,4,4,4,25-34,Man,Yes,3,LH,0,1,Low,High,3.75,3,7,7,4,0.8180894308943092
09/09/2026 05:27,09/09/2026 05:30,IP Address,100,176,TRUE,09/09/2026 05:30,R_9NnA6lIuMewkybf,NA,NA,NA,NA,qr,ZH-S,FL_EOS_ID,NA,I agree,Yes,Yes,Daily,Yes,Please confirm you have read the post before continuing.,NA,NA,NA,7,7,7,7,7,7,7,7,7,7,7,7,Strongly agree,7,7,7,7,7,45 or above,Man,Yes,7,HH,1,1,High,High,7,7,7,7,7,0.8180894308943092
09/09/2026 05:14,09/09/2026 05:30,IP Address,100,967,TRUE,09/09/2026 05:30,R_9LvsMIvFDrs4bpU,NA,NA,NA,NA,qr,ZH-S,FL_EOS_ID,NA,I agree,Yes,Yes,Daily,Yes,Please confirm you have read the post before continuing.,NA,NA,NA,6,6,6,6,6,6,6,6,7,7,7,7,Strongly agree,7,7,7,7,7,45 or above,Woman,Yes,7,HH,1,1,High,High,6,6,7,7,7,0.8180894308943092
09/09/2026 05:26,09/09/2026 05:31,IP Address,100,256,TRUE,09/09/2026 05:31,R_9il9uMSnJb0H16x,NA,NA,NA,NA,qr,ZH-S,FL_EOS_ID,NA,I agree,Yes,Yes,Daily,Yes,NA,Please confirm you have read the post before continuing.,NA,NA,7,7,7,7,7,7,7,7,6,7,6,7,Strongly agree,7,6,7,7,6,45 or above,Woman,Yes,6,HL,1,0,High,Low,7,7,6.5,6.5,6.666666666666667,0.3180894308943092
09/09/2026 05:30,09/09/2026 05:33,IP Address,100,150,TRUE,09/09/2026 05:33,R_47jml3D3ERNSleP,NA,NA,NA,NA,anonymous,ZH-S,FL_EOS_ID,NA,I agree,Yes,Yes,Daily,Yes,Please confirm you have read the post before continuing.,NA,NA,NA,3,4,4,3,3,3,5,3,7,7,7,7,Strongly agree,6,6,4,4,4,25-34,Woman,Yes,5,HH,1,1,High,High,3.5,3.5,7,6,4,0.8180894308943092
09/09/2026 05:30,09/09/2026 05:34,IP Address,100,215,TRUE,09/09/2026 05:34,R_4P1iZx1GG5AmGY7,NA,NA,NA,NA,qr,ZH-S,FL_EOS_ID,NA,I agree,Yes,Yes,Daily,Yes,NA,NA,NA,Please confirm you have read the post before continuing.,7,7,7,7,7,7,7,7,7,7,7,7,Strongly agree,7,7,7,7,7,45 or above,Man,Yes,7,LL,0,0,Low,Low,7,7,7,7,7,0.8180894308943092
09/09/2026 05:37,09/09/2026 05:39,IP Address,100,142,TRUE,09/09/2026 05:39,R_4hhcukVW47qusnn,NA,NA,NA,NA,qr,ZH-S,FL_EOS_ID,NA,I agree,Yes,Yes,Daily,Yes,NA,NA,NA,Please confirm you have read the post before continuing.,4,4,5,5,4,4,4,4,6,6,5,5,Strongly agree,5,5,4,3,3,25-34,Woman,No,2,LL,0,0,Low,Low,4.5,4,5.5,5,3.3333333333333335,-0.6819105691056908
09/09/2026 05:33,09/09/2026 05:39,IP Address,100,370,TRUE,09/09/2026 05:39,R_4eylF16203lxsvV,NA,NA,NA,NA,anonymous,ZH-S,FL_EOS_ID,NA,I agree,Yes,Yes,Daily,Yes,NA,Please confirm you have read the post before continuing.,NA,NA,4,4,1,2,2,2,2,2,7,7,7,7,Strongly agree,7,7,3,4,4,35-44,Man,Yes,1,HL,1,0,High,Low,2.75,2,7,7,3.6666666666666665,0.8180894308943092
